"","Ecoregion","HUC4","State","WatershedID","SiteNUM","CMS_prop","SRD_prop","CAS_prop","RFS_prop","BNM_prop","RAD_prop","JOD_prop","HHC_prop","CRC_prop","CSR_prop","LMB_prop","SMB_prop","NTP_prop","BKT_prop","RBT_prop","BNT_prop","Host_Number","Area","Per_Urban","Per_Agriculture","Per_Forest","Per_Wetlant","Elevation","Temperature","Precipitation","Lat","Lon"
"1","ECO47","HUC4_41","MN","ws10018",11,0.727272727272727,0,0,0,0.818181818181818,0,0.818181818181818,0,1,0.818181818181818,0,0,0,0,0,0,2,859053600.4,0.041529422611115,0.913441955193483,0.02361016821302,0.000631741721355,305.118761431373,7.47451963241437,734.642439431913,2392175.59485531,136252.861736334
"2","ECO52","HUC4_42","WI","ws10078",21,0.333333333333333,0.0476190476190476,0,0,0,0,0.619047619047619,0.0476190476190476,0.761904761904762,0,0.0476190476190476,0,0.0952380952380952,0.380952380952381,0,0.142857142857143,2,888966883.4,0.04851777945838,0.484480243302647,0.407108746118669,0.028051888096171,304.967146438482,7.72467948717949,848.058493589744,2384559.03673469,386917.273469388
"3","ECO50","HUC4_40","MN","ws1028",13,0.615384615384615,0,0,0,0,0,0.384615384615385,0.307692307692308,0.692307692307692,0,0.307692307692308,0,0.692307692307692,0.0769230769230769,0,0,2,843452988,0.034899391880284,0.163832722794939,0.497283788845127,0.138165567768695,446.370871974865,4.60875106202209,636.479184367035,2711165.46580189,63653.7735849057
"4","ECO52","HUC4_42","MN","ws10379",22,0.772727272727273,0.727272727272727,0,0,0.727272727272727,0,0.954545454545455,0.681818181818182,0.954545454545455,0.909090909090909,0,0.181818181818182,0,0.0909090909090909,0,0.318181818181818,3,624688172.1,0.057945707954784,0.825050641263914,0.06043238850998,0.006755530198906,346.558778380517,7.47457044673539,803.643757159221,2370702.12401996,251996.92088382
"5","ECO47","HUC4_42","MN","ws10645",17,1,0.941176470588235,0.235294117647059,0,0.882352941176471,0.470588235294118,0.941176470588235,0.588235294117647,1,0.941176470588235,0,0.0588235294117647,0,0,0,0,3,537451205.4,0.053906103475069,0.842620502103261,0.063426037563969,0.011097379631862,362.174142570762,7.43267457180501,807.238471673254,2357888.25313808,253219.612970711
"6","ECO52","HUC4_42","WI","ws10684",16,0.0625,0,0,0,0.0625,0,0.625,0,0.4375,0,0.1875,0,0,1,0,0.125,1,409066190,0.046975037292252,0.391278233205286,0.519796795726462,0.022478757716966,281.189696814829,7.99913344887348,851.824956672444,2360885.01012146,378307.074898785
"7","ECO53","HUC4_12","WI","ws10817",10,0.1,0,0,0,0.2,0,0.4,0,0.7,0,0.1,0,0.1,0,0,0,1,999758705.6,0.06348691939365,0.684701618500544,0.037692995319771,0.141829223391604,268.404070444174,7.69490084985836,781.235835694051,2365997.40614334,630014.692832764
"8","ECO47","HUC4_41","MN","ws10875",15,1,0,0,0,0.733333333333333,0,0.666666666666667,0.8,0.866666666666667,0.733333333333333,0.2,0.0666666666666667,0.266666666666667,0,0,0,3,456880553.2,0.037327266101311,0.878694757162978,0.017640280117011,0.004223423849344,336.771024956816,7.5915625,706.3421875,2351738.74659401,95446.4959128065
"9","ECO52","HUC4_42","MN","ws10940",39,0.128205128205128,0.205128205128205,0,0,0.179487179487179,0,0.743589743589744,0,0.666666666666667,0.435897435897436,0.0256410256410256,0,0.0256410256410256,0.205128205128205,0.179487179487179,0.82051282051282,2,831942887.9,0.049557487659309,0.66576985031064,0.219980722234663,0.011881464461083,343.047618279625,7.66117747440273,809.308873720136,2348498.13559322,311559.06009245
"10","ECO47","HUC4_42","MN","ws10971",18,0.888888888888889,0.333333333333333,0.222222222222222,0,0.833333333333333,0.277777777777778,1,0.111111111111111,1,0.888888888888889,0.388888888888889,0.388888888888889,0,0,0,0,3,559005287.6,0.074766911870066,0.799134462589174,0.080881701837174,0.013493431994294,376.971244640991,7.41315453384419,805.600255427842,2343268.16572808,252432.91230893
"11","ECO53","HUC4_12","WI","ws10980",13,0.0769230769230769,0,0,0,0,0,0.153846153846154,0,0.615384615384615,0,0.461538461538462,0,0.307692307692308,0,0,0.0769230769230769,1,132191997.8,0.105514705882353,0.701729302832244,0.045179738562092,0.028125,286.628854872199,7.94105263157895,768.584210526316,2336839.62825279,572359.349442379
"12","ECO53","HUC4_12","WI","ws11024",17,0.588235294117647,0,0,0,0.529411764705882,0,0.705882352941177,0.529411764705882,0.823529411764706,0.0588235294117647,0.294117647058824,0.352941176470588,0.411764705882353,0,0.0588235294117647,0.0588235294117647,3,790859703,0.081856491107083,0.602528868268291,0.107197521886625,0.142242296579279,285.777124629932,7.74762331838565,797.739013452915,2340155.68508287,633477.679558011
"13","ECO47","HUC4_41","MN","ws11034",25,0.52,0,0,0,0.84,0,0.8,0,0.84,0.6,0.48,0,0.36,0,0,0,2,807764326,0.048838126562646,0.898857513403661,0.004762032097478,0.005043921222574,362.759501128204,7.55902222222222,702.630222222222,2336213.10759494,92397.3607594937
"14","ECO52","HUC4_42","MN","ws11101",32,0.53125,0.28125,0.25,0,0.65625,0.40625,0.90625,0.28125,0.875,0.71875,0.3125,0.25,0.03125,0,0,0,3,941803186.5,0.151976973533324,0.66876328302983,0.102606149565005,0.013066105530327,361.561807663417,7.55053191489362,808.314589665653,2338520.954039,276628.600278552
"15","ECO52","HUC4_42","MN","ws11127",11,0,0.181818181818182,0,0,0,0,0.454545454545455,0,0.272727272727273,0.181818181818182,0,0.0909090909090909,0.0909090909090909,0.363636363636364,0.0909090909090909,1,2,350033371.1,0.048533654216998,0.715215747982907,0.203907684238133,0.001864107825139,347.686068987302,7.75795918367347,854.228571428571,2329452.80597015,331923.626865672
"16","ECO53","HUC4_12","WI","ws11165",11,0.454545454545455,0.0909090909090909,0,0,0.181818181818182,0,0.545454545454545,0.454545454545455,0.545454545454545,0.181818181818182,0.181818181818182,0,0,0.181818181818182,0,0,3,464607898.1,0.105782101423588,0.657260025066298,0.020870501771494,0.045047662771124,271.813695329625,8.04180704441041,734.762633996937,2332386.14958449,592113.407202216
"17","ECO47","HUC4_42","MN","ws11181",31,0.806451612903226,0.161290322580645,0.290322580645161,0,0.580645161290323,0,0.806451612903226,0.548387096774194,0.774193548387097,0.612903225806452,0.225806451612903,0.193548387096774,0.580645161290323,0,0,0,3,901918800.4,0.087331808584099,0.807768836839857,0.024079662160274,0.008395101643296,367.822555134718,7.44858490566038,794.290094339623,2339539.16814159,217903.221238938
"18","ECO53","HUC4_39","WI","ws11298",12,0,0.0833333333333333,0,0,0.416666666666667,0,0.416666666666667,0,0.25,0.25,0.166666666666667,0,0.416666666666667,0,0,0,2,323068558.8,0.069237947989358,0.685582159820595,0.016884654492778,0.040772777290265,286.131128290833,8.05384615384615,764.292307692308,2320846.45649433,584213.039092056
"19","ECO47","HUC4_41","MN","ws11325",13,0.0769230769230769,0,0,0,0.769230769230769,0,0.769230769230769,0,1,0.538461538461538,0,0,0.538461538461538,0,0,0,2,523332889.5,0.043122647171619,0.897100679127951,0.015422687929614,0.005353571311874,368.651329956045,7.60624151967436,719.154681139756,2324602.55961844,102585.834658188
"20","ECO47","HUC4_41","MN","ws11351",34,0.558823529411765,0,0.0588235294117647,0,0.823529411764706,0,0.823529411764706,0,0.882352941176471,0.794117647058823,0.235294117647059,0,0.205882352941176,0,0,0,2,825057877.3,0.053511880802547,0.879023399448693,0.016569746195994,0.019977507033143,348.530730911453,7.55327586206896,787.499137931035,2336531.16514203,190787.433798748
"21","ECO47","HUC4_41","MN","ws11356",14,0.142857142857143,0,0,0,0.714285714285714,0,0.714285714285714,0,0.642857142857143,0.5,0,0,0.5,0,0,0,2,389990702.4,0.044553370118826,0.912824844284748,0.005760137357122,0.007980190296846,332.524167483486,7.77179023508137,747.869801084991,2323094.5923149,124847.375820056
"22","ECO52","HUC4_42","MN","ws11371",19,1,0.315789473684211,0.421052631578947,0,0.842105263157895,0.578947368421053,0.842105263157895,0.315789473684211,0.894736842105263,0.842105263157895,0.0526315789473684,0.684210526315789,0,0,0.157894736842105,0.421052631578947,3,599918419.1,0.057745853436067,0.792065720938048,0.098362377283311,0.00537523103142,388.339184358687,7.47347670250896,810.990442054958,2322710.69178082,281771.075342466
"23","ECO53","HUC4_12","WI","ws11390",14,0.428571428571429,0,0,0,0.357142857142857,0,0.571428571428571,0.357142857142857,0.571428571428571,0,0.142857142857143,0.0714285714285714,0.285714285714286,0,0.0714285714285714,0.357142857142857,2,271787432,0.066003059744491,0.754985330445782,0.078013550297034,0.081884590676389,247.867051287318,7.96493506493506,794.142857142857,2322688.24654623,647373.156216791
"24","ECO47","HUC4_41","MN","ws11425",24,0.0833333333333333,0,0,0,0.875,0,1,0.0416666666666667,0.958333333333333,0.208333333333333,0,0,0.208333333333333,0,0,0,3,759115808.7,0.043916619835867,0.882269740664073,0.00880893270829,0.025366880784197,330.66200151136,7.69673202614379,778.315592903828,2326077.74912075,180289.466588511
"25","ECO47","HUC4_41","MN","ws11483",33,0.0303030303030303,0,0.0303030303030303,0,0.939393939393939,0,0.727272727272727,0.0606060606060606,0.909090909090909,0.151515151515152,0,0,0.303030303030303,0,0,0,3,796707888.6,0.046206018542053,0.8933747236597,0.008928742893098,0.023278669635383,323.427262099508,7.79553571428571,767.586607142857,2319362.34397332,163706.355407337
"26","ECO47","HUC4_36","MN","ws11497",16,0.875,0.25,0.375,0,0.8125,0.1875,0.875,0.5,1,0.5625,0.0625,0.0625,0.125,0,0,0,3,319115716.8,0.068076249460619,0.856401925696542,0.026866117837512,0.0028795198732,378.435310650959,7.54285714285714,797.4,2308540.46728972,229851.308411215
"27","ECO47","HUC4_36","MN","ws11498",33,0.939393939393939,0.787878787878788,0.333333333333333,0,0.909090909090909,0.0303030303030303,0.96969696969697,0.666666666666667,1,0.757575757575758,0.0303030303030303,0.0909090909090909,0.393939393939394,0,0,0,3,626364870.6,0.074722577845598,0.872688268451824,0.011211835145935,0.016173320056727,391.525741290043,7.44948805460751,822.182025028441,2314551.20593692,245785.909090909
"28","ECO52","HUC4_42","MN","ws11530",19,0.842105263157895,0.421052631578947,0.368421052631579,0,0.631578947368421,0.473684210526316,0.894736842105263,0.631578947368421,0.894736842105263,0.789473684210526,0.0526315789473684,0.421052631578947,0,0,0.0526315789473684,0.631578947368421,3,624372298,0.04715119488805,0.798257866340323,0.111135615721581,0.004797137861497,393.618929463297,7.50146231721035,808.282339707537,2310737.34770384,285280.346766635
"29","ECO52","HUC4_45","WI","ws11657",16,0.6875,0.5,0,0,0.4375,0,0.875,0.3125,1,0.0625,0,0.125,0,0.3125,0,0.1875,3,925562684.7,0.05614433252334,0.563344330967529,0.341690951893373,0.024299812427618,334.837709627001,8.06319018404908,837.759969325153,2308911.29501385,463138.441828255
"30","ECO53","HUC4_5","WI","ws11676",12,0.583333333333333,0,0,0,0.333333333333333,0,0.583333333333333,0.416666666666667,0.666666666666667,0.5,0.333333333333333,0.416666666666667,0.5,0,0,0,3,647700299.1,0.109410324497302,0.514412915973638,0.132772518400872,0.177006865675375,307.583250779372,7.85728476821192,790.467991169978,2310049.32849365,625508.656987296
"31","ECO53","HUC4_39","WI","ws11685",15,0,0.133333333333333,0,0,0.533333333333333,0,0.533333333333333,0.0666666666666667,0.6,0.133333333333333,0.2,0,0.333333333333333,0.133333333333333,0,0,3,531408589.5,0.078190680391699,0.713513669142728,0.052623913124477,0.076956037218818,311.976393560649,7.96947791164659,795.224899598394,2302964.35224386,607485.67315834
"32","ECO52","HUC4_42","MN","ws11704",26,0.346153846153846,0.192307692307692,0.0384615384615385,0,0.307692307692308,0.153846153846154,0.653846153846154,0.153846153846154,0.730769230769231,0.5,0.0769230769230769,0.0384615384615385,0,0,0.230769230769231,0.846153846153846,3,742413581.2,0.044665803535927,0.750865555264613,0.163355978392637,0.005216364570908,378.242172546034,7.66625239005736,814.27724665392,2298896.16654702,300771.794687724
"33","ECO52","HUC4_42","MN","ws11726",27,0.666666666666667,0.333333333333333,0,0,0.185185185185185,0,0.703703703703704,0.407407407407407,0.851851851851852,0.259259259259259,0.037037037037037,0.0740740740740741,0,0.481481481481481,0.0740740740740741,0.740740740740741,3,756288924.6,0.039664604359525,0.655338852652736,0.271020241074542,0.00192069459171,341.049223665419,7.94082784571966,837.101599247413,2301400.81578947,341925.631578947
"34","ECO52","HUC4_45","WI","ws11768",15,0.2,0.333333333333333,0,0,0.2,0,0.6,0,0.733333333333333,0.0666666666666667,0,0,0,0.6,0,0.8,2,941495381.7,0.046484773053591,0.42357179865138,0.515467839779143,0.007438060770132,347.490967840392,7.98363636363636,860.229545454545,2310114.78,434186.88
"35","ECO47","HUC4_36","IA","ws12007",16,0.6875,0.125,0,0,0.6875,0,0.75,0.4375,0.5,0.125,0.5,0.25,0.5,0,0,0,3,556680605.1,0.05572854523761,0.816149152673903,0.029738058053397,0.005105620709613,380.000403476699,7.70736975857687,808.97331639136,2279048.7012987,214432.337662338
"36","ECO52","HUC4_45","WI","ws12120",12,0.0833333333333333,0,0,0,0,0,0.416666666666667,0,0.5,0,0,0,0,0.583333333333333,0,0.5,1,844902898.1,0.050161858836086,0.429260924539376,0.495150626184382,0.010404982631732,299.573674090999,8.43793395427604,856.078746824725,2282196.52767248,454704.359363154
"37","ECO53","HUC4_39","WI","ws12179",13,0.538461538461538,0,0,0,0.384615384615385,0,0.461538461538462,0.461538461538462,0.692307692307692,0,0.384615384615385,0,0.0769230769230769,0.230769230769231,0,0.461538461538462,2,285055201.4,0.152256826046324,0.755998838119775,0.032362153014574,0.009130863074941,300.491186581191,8.38279301745636,817.27680798005,2269365.18610422,537487.258064516
"38","ECO53","HUC4_39","WI","ws12290",10,0.7,0.6,0,0,0.6,0,0.6,0.5,0.8,0.5,0.4,0.2,0.2,0,0,0,3,998252111.7,0.060608437487885,0.745275066288365,0.060069295120942,0.037557847361403,275.199022038145,8.46049822064057,796.69537366548,2277265.80385852,560229.694533762
"39","ECO53","HUC4_5","WI","ws12443",12,0.416666666666667,0,0,0,0.333333333333333,0,0.583333333333333,0.0833333333333333,0.75,0.5,0.25,0.0833333333333333,0.333333333333333,0,0.0833333333333333,0,3,338960691.5,0.6962001789588,0.154055912676602,0.050482843586292,0.065264203195238,242.751778543188,8.41936842105263,797.873684210526,2261533.97224631,642327.502168257
"40","ECO52","HUC4_33","IA","ws12536",17,0.764705882352941,0.411764705882353,0.117647058823529,0,0.411764705882353,0,0.705882352941177,0.823529411764706,0.823529411764706,0.823529411764706,0.117647058823529,0.117647058823529,0.0588235294117647,0.0588235294117647,0.235294117647059,0.411764705882353,3,627401693,0.041809577500348,0.720741113707534,0.207934725073266,0.00382004065338,331.765849927714,8.29762711864407,841.359322033898,2247565.21440823,365384.176672384
"41","ECO53","HUC4_43","WI","ws12699",22,0.363636363636364,0,0,0,0.272727272727273,0.227272727272727,0.5,0.181818181818182,0.545454545454545,0,0.272727272727273,0.0909090909090909,0.318181818181818,0,0,0.181818181818182,2,604916090.1,0.378869234923653,0.280898458480441,0.138707004161404,0.107388611412393,268.648550688541,8.50728554641598,839.549941245593,2248036.97254335,628030.989884393
"42","ECO47","HUC4_36","MN","ws12785",12,1,0.75,0.333333333333333,0,1,0,1,0.666666666666667,0.916666666666667,0.833333333333333,0.0833333333333333,0.416666666666667,0,0,0,0.166666666666667,3,819914383.5,0.04440097649218,0.869442468628432,0.035013655083994,0.013443232610624,362.764976756823,7.88289703315881,837.507853403141,2261845.42181623,269871.069317571
"43","ECO53","HUC4_39","WI","ws12862",15,0.466666666666667,0,0,0,0.266666666666667,0.2,0.4,0.2,0.466666666666667,0.133333333333333,0.333333333333333,0.0666666666666667,0.266666666666667,0.133333333333333,0.0666666666666667,0.133333333333333,3,817735499.8,0.076358553590984,0.537819380472047,0.133481914384297,0.127770899025418,262.227591050451,8.79398430688753,858.300784655623,2238676.45641389,598642.494684621
"44","ECO53","HUC4_5","WI","ws12960",11,0,0,0,0,0.454545454545455,0,0.727272727272727,0,0.909090909090909,0,0.454545454545455,0,0.363636363636364,0,0,0,1,515670328.4,0.338752493599108,0.467651714671176,0.093242717294364,0.053702918318158,229.325385245991,8.70599455040872,849.433242506812,2230021.29840547,650975.535307517
"45","ECO52","HUC4_39","WI","ws13061",22,0,0,0,0,0,0,0.0454545454545455,0,0.136363636363636,0,0,0,0.181818181818182,0,0.0454545454545455,0.5,1,345230097.3,0.051091141821064,0.741814806993944,0.16355526357638,0.012862725469187,293.438484687203,8.88713692946058,846.271784232365,2214376.97889182,519763.654353562
"46","ECO52","HUC4_39","WI","ws13074",13,0.307692307692308,0.0769230769230769,0,0,0.153846153846154,0,0,0,0.384615384615385,0,0.0769230769230769,0.0769230769230769,0.230769230769231,0.230769230769231,0.0769230769230769,0.923076923076923,1,846312359.4,0.051931893226649,0.702003622067173,0.227473475217127,0.004594048792627,312.790022401865,8.73919259882254,874.627417998318,2222754.06976744,494403.209302326
"47","ECO52","HUC4_33","WI","ws13140",34,0.882352941176471,0.558823529411765,0,0,0.735294117647059,0,0.882352941176471,0.617647058823529,0.852941176470588,0.764705882352941,0.117647058823529,0.647058823529412,0,0,0,0.117647058823529,3,818375364.6,0.049548776759419,0.756583592322057,0.187007454036375,0.001728790968057,296.182457478116,8.81510416666667,866.955729166667,2216882.14468085,420524.425531915
"48","ECO52","HUC4_33","IA","ws13209",19,0.631578947368421,0.578947368421053,0.263157894736842,0,0.684210526315789,0.421052631578947,0.894736842105263,0.421052631578947,0.842105263157895,0.789473684210526,0.105263157894737,0.263157894736842,0,0,0,0.263157894736842,3,976665583.7,0.042355029193206,0.727966870134466,0.188892390599198,0.005385261854211,328.463666527008,8.46744017403916,867.071065989848,2209617.4251497,349936.347305389
"49","ECO52","HUC4_33","WI","ws13309",24,0.416666666666667,0.416666666666667,0,0,0.458333333333333,0,0.75,0.333333333333333,0.875,0.541666666666667,0.0416666666666667,0.125,0,0,0,0.333333333333333,3,844036194.5,0.054741964858853,0.774046776666688,0.16061538592776,0.002678558099759,297.440529498712,8.88905723905724,883.968013468014,2212752.17465753,444159.092465753
"50","ECO53","HUC4_39","WI","ws13312",11,0.0909090909090909,0.272727272727273,0,0,0.545454545454545,0.181818181818182,1,0,1,0.636363636363636,0,0.0909090909090909,0.181818181818182,0,0,0,2,141588003.2,0.065045766590389,0.738208746503941,0.108988049834732,0.030320366132723,262.367213658174,9.14729064039409,916.497536945813,2198480.61452514,545239.776536313
"51","ECO52","HUC4_39","WI","ws13355",40,0.625,0.475,0,0,0.425,0,0.675,0.475,0.825,0.625,0.075,0.275,0.05,0.025,0,0.1,3,999912586.7,0.047785176424419,0.858249310989781,0.088429128705849,0.00079206922685,315.705845279699,8.80127931769723,886.983653162758,2213462.29461756,470596.742209632
"52","ECO53","HUC4_43","WI","ws13497",12,0.25,0,0,0,0.666666666666667,0,0.333333333333333,0.416666666666667,0.333333333333333,0.166666666666667,0.75,0.416666666666667,0.25,0,0,0,3,233855099.8,0.160988150354643,0.634939327814531,0.116837734135368,0.050215710497654,263.847704478682,9.07981651376147,865.914373088685,2190082.52336449,625557.102803738
